id;ps;n_iter;initializer;sspace;selection_pressure;selection_method;mutation_prob;mutation_method;mutation_step;xo_prob;xo_method;has_elitism;allow_reproduction;score
1;500;50;<function nn_init at 0x00000272E2E4ACA0>;{'input_shape': 12, 'init_factor': 0.05, 'n_hidden_neurons': [1], 'activation': [<built-in method sigmoid of type object at 0x00007FFC103349D0>, None], 'n_output': 1, 'n_batches': 1, 'device': 'cpu'};0.2;<function prm_rank_selection.<locals>.rank_selection at 0x00000272E2E4B1A0>;0.9;<function prm_nn_mtn.<locals>.nn_mtn at 0x00000272E2E4AF20>;0.05;0.01;<function nn_xo at 0x00000272E2DFF920>;True;True;1.9875687
2;500;500;<function nn_init at 0x00000272E2E4ACA0>;{'input_shape': 12, 'init_factor': 0.1, 'n_hidden_neurons': [8], 'activation': [<built-in method relu of type object at 0x00007FFC103349D0>, None], 'n_output': 1, 'n_batches': 1, 'device': 'cpu'};0.2;<function prm_rank_selection.<locals>.rank_selection at 0x00000272E2F48180>;0.5;<function prm_nn_mtn.<locals>.nn_mtn at 0x00000272E2E4B1A0>;0.05;0.5;<function nn_xo at 0x00000272E2DFF920>;True;False;0.7084186
3;500;250;<function nn_init at 0x00000272E2E4ACA0>;{'input_shape': 12, 'init_factor': 0.1, 'n_hidden_neurons': [4], 'activation': [<built-in method sigmoid of type object at 0x00007FFC103349D0>, None], 'n_output': 1, 'n_batches': 1, 'device': 'cpu'};0.3;<function prm_tournament.<locals>.tournament at 0x00000272E32D68E0>;0.5;<function prm_nn_mtn.<locals>.nn_mtn at 0x00000272E2F48180>;0.05;0.5;<function nn_xo at 0x00000272E2DFF920>;True;False;1.434213
4;100;100;<function nn_init at 0x00000272E2E4ACA0>;{'input_shape': 12, 'init_factor': 0.1, 'n_hidden_neurons': [3, 3], 'activation': [<built-in method relu of type object at 0x00007FFC103349D0>, <built-in method sigmoid of type object at 0x00007FFC103349D0>, None], 'n_output': 1, 'n_batches': 1, 'device': 'cpu'};0.2;<function prm_rank_selection.<locals>.rank_selection at 0x00000272E33A5080>;0.9;<function prm_nn_mtn.<locals>.nn_mtn at 0x00000272E32D68E0>;0.05;0.1;<function nn_xo at 0x00000272E2DFF920>;True;False;2.5769606
5;200;50;<function nn_init at 0x00000272E2E4ACA0>;{'input_shape': 12, 'init_factor': 0.005, 'n_hidden_neurons': [4], 'activation': [<built-in method sigmoid of type object at 0x00007FFC103349D0>, None], 'n_output': 1, 'n_batches': 1, 'device': 'cpu'};0.2;<function prm_tournament.<locals>.tournament at 0x00000272E333D300>;0.8;<function prm_nn_mtn.<locals>.nn_mtn at 0x00000272E33A5080>;0.05;0.01;<function nn_xo at 0x00000272E2DFF920>;True;True;0.7212291
6;100;500;<function nn_init at 0x00000272E2E4ACA0>;{'input_shape': 12, 'init_factor': 0.05, 'n_hidden_neurons': [2], 'activation': [<built-in method relu of type object at 0x00007FFC103349D0>, None], 'n_output': 1, 'n_batches': 1, 'device': 'cpu'};0.2;<function prm_rank_selection.<locals>.rank_selection at 0x00000272E33B87C0>;0.9;<function prm_nn_mtn.<locals>.nn_mtn at 0x00000272E333D300>;0.05;0.01;<function nn_xo at 0x00000272E2DFF920>;True;False;2.066866
7;500;500;<function nn_init at 0x00000272E2E4ACA0>;{'input_shape': 12, 'init_factor': 0.1, 'n_hidden_neurons': [1], 'activation': [<built-in method relu of type object at 0x00007FFC103349D0>, None], 'n_output': 1, 'n_batches': 1, 'device': 'cpu'};0.2;<function prm_rank_selection.<locals>.rank_selection at 0x00000272E34BDE40>;0.8;<function prm_nn_mtn.<locals>.nn_mtn at 0x00000272E33B87C0>;0.05;0.5;<function nn_xo at 0x00000272E2DFF920>;True;True;2.2035408
8;500;50;<function nn_init at 0x00000272E2E4ACA0>;{'input_shape': 12, 'init_factor': 0.1, 'n_hidden_neurons': [3, 3], 'activation': [<built-in method relu of type object at 0x00007FFC103349D0>, <built-in method sigmoid of type object at 0x00007FFC103349D0>, None], 'n_output': 1, 'n_batches': 1, 'device': 'cpu'};0.3;<function prm_rank_selection.<locals>.rank_selection at 0x00000272E33BA0C0>;0.5;<function prm_nn_mtn.<locals>.nn_mtn at 0x00000272E34BDE40>;0.025;0.5;<function nn_xo at 0x00000272E2DFF920>;True;False;2.050161
9;200;50;<function nn_init at 0x00000272E2E4ACA0>;{'input_shape': 12, 'init_factor': 0.005, 'n_hidden_neurons': [8], 'activation': [<built-in method relu of type object at 0x00007FFC103349D0>, None], 'n_output': 1, 'n_batches': 1, 'device': 'cpu'};0.2;<function prm_tournament.<locals>.tournament at 0x00000272E34B23E0>;0.5;<function prm_nn_mtn.<locals>.nn_mtn at 0x00000272E33BA0C0>;0.025;0.01;<function nn_xo at 0x00000272E2DFF920>;True;False;1.5372605
10;100;50;<function nn_init at 0x00000272E2E4ACA0>;{'input_shape': 12, 'init_factor': 0.05, 'n_hidden_neurons': [4], 'activation': [<built-in method sigmoid of type object at 0x00007FFC103349D0>, None], 'n_output': 1, 'n_batches': 1, 'device': 'cpu'};0.1;<function prm_tournament.<locals>.tournament at 0x00000272E35BE340>;0.9;<function prm_nn_mtn.<locals>.nn_mtn at 0x00000272E34B23E0>;0.05;0.1;<function nn_xo at 0x00000272E2DFF920>;True;True;1.3117709
11;100;100;<function nn_init at 0x00000272E2E4ACA0>;{'input_shape': 12, 'init_factor': 0.005, 'n_hidden_neurons': [1], 'activation': [<built-in method sigmoid of type object at 0x00007FFC103349D0>, None], 'n_output': 1, 'n_batches': 1, 'device': 'cpu'};0.1;<function prm_tournament.<locals>.tournament at 0x00000272E36C1A80>;0.5;<function prm_nn_mtn.<locals>.nn_mtn at 0x00000272E35BE340>;0.05;0.01;<function nn_xo at 0x00000272E2DFF920>;True;True;1.4293408
12;500;250;<function nn_init at 0x00000272E2E4ACA0>;{'input_shape': 12, 'init_factor': 0.005, 'n_hidden_neurons': [8], 'activation': [<built-in method relu of type object at 0x00007FFC103349D0>, None], 'n_output': 1, 'n_batches': 1, 'device': 'cpu'};0.2;<function prm_tournament.<locals>.tournament at 0x00000272E3711800>;0.9;<function prm_nn_mtn.<locals>.nn_mtn at 0x00000272E36C1A80>;0.025;0.5;<function nn_xo at 0x00000272E2DFF920>;True;False;0.6646396
13;200;250;<function nn_init at 0x00000272E2E4ACA0>;{'input_shape': 12, 'init_factor': 0.05, 'n_hidden_neurons': [2], 'activation': [<built-in method relu of type object at 0x00007FFC103349D0>, None], 'n_output': 1, 'n_batches': 1, 'device': 'cpu'};0.2;<function prm_rank_selection.<locals>.rank_selection at 0x00000272E3625800>;0.9;<function prm_nn_mtn.<locals>.nn_mtn at 0x00000272E3711800>;0.05;0.01;<function nn_xo at 0x00000272E2DFF920>;True;True;1.7729964
14;500;100;<function nn_init at 0x00000272E2E4ACA0>;{'input_shape': 12, 'init_factor': 0.1, 'n_hidden_neurons': [2], 'activation': [<built-in method sigmoid of type object at 0x00007FFC103349D0>, None], 'n_output': 1, 'n_batches': 1, 'device': 'cpu'};0.2;<function prm_tournament.<locals>.tournament at 0x00000272E34B23E0>;0.9;<function prm_nn_mtn.<locals>.nn_mtn at 0x00000272E3625800>;0.05;0.01;<function nn_xo at 0x00000272E2DFF920>;True;True;0.6047729
15;100;100;<function nn_init at 0x00000272E2E4ACA0>;{'input_shape': 12, 'init_factor': 0.1, 'n_hidden_neurons': [3, 3], 'activation': [<built-in method sigmoid of type object at 0x00007FFC103349D0>, <built-in method relu of type object at 0x00007FFC103349D0>, None], 'n_output': 1, 'n_batches': 1, 'device': 'cpu'};0.2;<function prm_rank_selection.<locals>.rank_selection at 0x00000272E37E2840>;0.8;<function prm_nn_mtn.<locals>.nn_mtn at 0x00000272E34B23E0>;0.025;0.01;<function nn_xo at 0x00000272E2DFF920>;True;False;1.4326323
16;500;250;<function nn_init at 0x00000272E2E4ACA0>;{'input_shape': 12, 'init_factor': 0.005, 'n_hidden_neurons': [4], 'activation': [<built-in method sigmoid of type object at 0x00007FFC103349D0>, None], 'n_output': 1, 'n_batches': 1, 'device': 'cpu'};0.2;<function prm_rank_selection.<locals>.rank_selection at 0x00000272E39558A0>;0.5;<function prm_nn_mtn.<locals>.nn_mtn at 0x00000272E37E2840>;0.025;0.5;<function nn_xo at 0x00000272E2DFF920>;True;False;1.6358051
17;500;250;<function nn_init at 0x00000272E2E4ACA0>;{'input_shape': 12, 'init_factor': 0.005, 'n_hidden_neurons': [2], 'activation': [<built-in method relu of type object at 0x00007FFC103349D0>, None], 'n_output': 1, 'n_batches': 1, 'device': 'cpu'};0.1;<function prm_rank_selection.<locals>.rank_selection at 0x00000272E34B23E0>;0.5;<function prm_nn_mtn.<locals>.nn_mtn at 0x00000272E39558A0>;0.025;0.01;<function nn_xo at 0x00000272E2DFF920>;True;True;1.0199714
18;100;50;<function nn_init at 0x00000272E2E4ACA0>;{'input_shape': 12, 'init_factor': 0.005, 'n_hidden_neurons': [1], 'activation': [<built-in method relu of type object at 0x00007FFC103349D0>, None], 'n_output': 1, 'n_batches': 1, 'device': 'cpu'};0.2;<function prm_tournament.<locals>.tournament at 0x00000272E398F560>;0.8;<function prm_nn_mtn.<locals>.nn_mtn at 0x00000272E34B23E0>;0.025;0.01;<function nn_xo at 0x00000272E2DFF920>;True;True;2.0473652
19;100;250;<function nn_init at 0x00000272E2E4ACA0>;{'input_shape': 12, 'init_factor': 0.05, 'n_hidden_neurons': [4], 'activation': [<built-in method sigmoid of type object at 0x00007FFC103349D0>, None], 'n_output': 1, 'n_batches': 1, 'device': 'cpu'};0.1;<function prm_rank_selection.<locals>.rank_selection at 0x00000272E39DACA0>;0.5;<function prm_nn_mtn.<locals>.nn_mtn at 0x00000272E398F560>;0.05;0.1;<function nn_xo at 0x00000272E2DFF920>;True;False;2.60666
20;500;100;<function nn_init at 0x00000272E2E4ACA0>;{'input_shape': 12, 'init_factor': 0.005, 'n_hidden_neurons': [8], 'activation': [<built-in method relu of type object at 0x00007FFC103349D0>, None], 'n_output': 1, 'n_batches': 1, 'device': 'cpu'};0.2;<function prm_tournament.<locals>.tournament at 0x00000272E37A6980>;0.8;<function prm_nn_mtn.<locals>.nn_mtn at 0x00000272E39DACA0>;0.05;0.1;<function nn_xo at 0x00000272E2DFF920>;True;True;0.6646396
21;500;500;<function nn_init at 0x00000272E2E4ACA0>;{'input_shape': 12, 'init_factor': 0.05, 'n_hidden_neurons': [3, 3], 'activation': [<built-in method sigmoid of type object at 0x00007FFC103349D0>, <built-in method relu of type object at 0x00007FFC103349D0>, None], 'n_output': 1, 'n_batches': 1, 'device': 'cpu'};0.2;<function prm_rank_selection.<locals>.rank_selection at 0x00000272E39C6700>;0.9;<function prm_nn_mtn.<locals>.nn_mtn at 0x00000272E37A6980>;0.05;0.1;<function nn_xo at 0x00000272E2DFF920>;True;False;1.9972169
22;200;50;<function nn_init at 0x00000272E2E4ACA0>;{'input_shape': 12, 'init_factor': 0.005, 'n_hidden_neurons': [2], 'activation': [<built-in method relu of type object at 0x00007FFC103349D0>, None], 'n_output': 1, 'n_batches': 1, 'device': 'cpu'};0.3;<function prm_rank_selection.<locals>.rank_selection at 0x00000272E3ACBBA0>;0.9;<function prm_nn_mtn.<locals>.nn_mtn at 0x00000272E39C6700>;0.05;0.5;<function nn_xo at 0x00000272E2DFF920>;True;False;2.178329
23;200;250;<function nn_init at 0x00000272E2E4ACA0>;{'input_shape': 12, 'init_factor': 0.05, 'n_hidden_neurons': [4], 'activation': [<built-in method relu of type object at 0x00007FFC103349D0>, None], 'n_output': 1, 'n_batches': 1, 'device': 'cpu'};0.2;<function prm_tournament.<locals>.tournament at 0x00000272E3D56480>;0.8;<function prm_nn_mtn.<locals>.nn_mtn at 0x00000272E3ACBBA0>;0.025;0.01;<function nn_xo at 0x00000272E2DFF920>;True;True;1.5423231
24;100;100;<function nn_init at 0x00000272E2E4ACA0>;{'input_shape': 12, 'init_factor': 0.05, 'n_hidden_neurons': [2], 'activation': [<built-in method sigmoid of type object at 0x00007FFC103349D0>, None], 'n_output': 1, 'n_batches': 1, 'device': 'cpu'};0.2;<function prm_tournament.<locals>.tournament at 0x00000272E3DCB7E0>;0.8;<function prm_nn_mtn.<locals>.nn_mtn at 0x00000272E3D56480>;0.025;0.5;<function nn_xo at 0x00000272E2DFF920>;True;False;1.8252978
25;500;250;<function nn_init at 0x00000272E2E4ACA0>;{'input_shape': 12, 'init_factor': 0.1, 'n_hidden_neurons': [1], 'activation': [<built-in method sigmoid of type object at 0x00007FFC103349D0>, None], 'n_output': 1, 'n_batches': 1, 'device': 'cpu'};0.2;<function prm_tournament.<locals>.tournament at 0x00000272E3E225C0>;0.5;<function prm_nn_mtn.<locals>.nn_mtn at 0x00000272E3DCB7E0>;0.05;0.01;<function nn_xo at 0x00000272E2DFF920>;True;True;0.65401816
26;500;100;<function nn_init at 0x00000272E2E4ACA0>;{'input_shape': 12, 'init_factor': 0.005, 'n_hidden_neurons': [1], 'activation': [<built-in method relu of type object at 0x00007FFC103349D0>, None], 'n_output': 1, 'n_batches': 1, 'device': 'cpu'};0.1;<function prm_tournament.<locals>.tournament at 0x00000272E3E8BD80>;0.9;<function prm_nn_mtn.<locals>.nn_mtn at 0x00000272E3E225C0>;0.05;0.1;<function nn_xo at 0x00000272E2DFF920>;True;True;2.1979556
27;500;100;<function nn_init at 0x00000272E2E4ACA0>;{'input_shape': 12, 'init_factor': 0.005, 'n_hidden_neurons': [3, 3], 'activation': [<built-in method sigmoid of type object at 0x00007FFC103349D0>, <built-in method sigmoid of type object at 0x00007FFC103349D0>, None], 'n_output': 1, 'n_batches': 1, 'device': 'cpu'};0.1;<function prm_rank_selection.<locals>.rank_selection at 0x00000272E3BFA2A0>;0.5;<function prm_nn_mtn.<locals>.nn_mtn at 0x00000272E3E8BD80>;0.05;0.5;<function nn_xo at 0x00000272E2DFF920>;True;False;2.1071506
28;500;100;<function nn_init at 0x00000272E2E4ACA0>;{'input_shape': 12, 'init_factor': 0.005, 'n_hidden_neurons': [3, 3], 'activation': [<built-in method sigmoid of type object at 0x00007FFC103349D0>, <built-in method relu of type object at 0x00007FFC103349D0>, None], 'n_output': 1, 'n_batches': 1, 'device': 'cpu'};0.2;<function prm_rank_selection.<locals>.rank_selection at 0x00000272E3C7F100>;0.5;<function prm_nn_mtn.<locals>.nn_mtn at 0x00000272E3BFA2A0>;0.05;0.1;<function nn_xo at 0x00000272E2DFF920>;True;False;2.066089
29;200;100;<function nn_init at 0x00000272E2E4ACA0>;{'input_shape': 12, 'init_factor': 0.005, 'n_hidden_neurons': [1], 'activation': [<built-in method sigmoid of type object at 0x00007FFC103349D0>, None], 'n_output': 1, 'n_batches': 1, 'device': 'cpu'};0.2;<function prm_tournament.<locals>.tournament at 0x00000272E3F94A40>;0.8;<function prm_nn_mtn.<locals>.nn_mtn at 0x00000272E3C7F100>;0.025;0.01;<function nn_xo at 0x00000272E2DFF920>;True;False;1.8310722
30;500;500;<function nn_init at 0x00000272E2E4ACA0>;{'input_shape': 12, 'init_factor': 0.05, 'n_hidden_neurons': [8], 'activation': [<built-in method sigmoid of type object at 0x00007FFC103349D0>, None], 'n_output': 1, 'n_batches': 1, 'device': 'cpu'};0.2;<function prm_tournament.<locals>.tournament at 0x00000272E3E58360>;0.9;<function prm_nn_mtn.<locals>.nn_mtn at 0x00000272E3F94A40>;0.05;0.5;<function nn_xo at 0x00000272E2DFF920>;True;True;0.71441567
31;500;250;<function nn_init at 0x00000272E2E4ACA0>;{'input_shape': 12, 'init_factor': 0.1, 'n_hidden_neurons': [3, 3], 'activation': [<built-in method sigmoid of type object at 0x00007FFC103349D0>, <built-in method sigmoid of type object at 0x00007FFC103349D0>, None], 'n_output': 1, 'n_batches': 1, 'device': 'cpu'};0.1;<function prm_tournament.<locals>.tournament at 0x00000272E41620C0>;0.8;<function prm_nn_mtn.<locals>.nn_mtn at 0x00000272E3E58360>;0.025;0.1;<function nn_xo at 0x00000272E2DFF920>;True;True;0.20872164
32;200;100;<function nn_init at 0x00000272E2E4ACA0>;{'input_shape': 12, 'init_factor': 0.005, 'n_hidden_neurons': [3, 3], 'activation': [<built-in method relu of type object at 0x00007FFC103349D0>, <built-in method sigmoid of type object at 0x00007FFC103349D0>, None], 'n_output': 1, 'n_batches': 1, 'device': 'cpu'};0.3;<function prm_tournament.<locals>.tournament at 0x00000272E3EBD300>;0.9;<function prm_nn_mtn.<locals>.nn_mtn at 0x00000272E41620C0>;0.025;0.1;<function nn_xo at 0x00000272E2DFF920>;True;True;0.8441924
33;500;500;<function nn_init at 0x00000272E2E4ACA0>;{'input_shape': 12, 'init_factor': 0.005, 'n_hidden_neurons': [3, 3], 'activation': [<built-in method relu of type object at 0x00007FFC103349D0>, <built-in method relu of type object at 0x00007FFC103349D0>, None], 'n_output': 1, 'n_batches': 1, 'device': 'cpu'};0.1;<function prm_tournament.<locals>.tournament at 0x00000272E3F63380>;0.9;<function prm_nn_mtn.<locals>.nn_mtn at 0x00000272E3EBD300>;0.05;0.5;<function nn_xo at 0x00000272E2DFF920>;True;True;1.9925915
34;100;100;<function nn_init at 0x00000272E2E4ACA0>;{'input_shape': 12, 'init_factor': 0.005, 'n_hidden_neurons': [3, 3], 'activation': [<built-in method relu of type object at 0x00007FFC103349D0>, <built-in method sigmoid of type object at 0x00007FFC103349D0>, None], 'n_output': 1, 'n_batches': 1, 'device': 'cpu'};0.2;<function prm_tournament.<locals>.tournament at 0x00000272E4369800>;0.8;<function prm_nn_mtn.<locals>.nn_mtn at 0x00000272E3F63380>;0.025;0.1;<function nn_xo at 0x00000272E2DFF920>;True;False;0.6746839
35;100;100;<function nn_init at 0x00000272E2E4ACA0>;{'input_shape': 12, 'init_factor': 0.05, 'n_hidden_neurons': [1], 'activation': [<built-in method relu of type object at 0x00007FFC103349D0>, None], 'n_output': 1, 'n_batches': 1, 'device': 'cpu'};0.2;<function prm_tournament.<locals>.tournament at 0x00000272E4244A40>;0.9;<function prm_nn_mtn.<locals>.nn_mtn at 0x00000272E4369800>;0.025;0.1;<function nn_xo at 0x00000272E2DFF920>;True;True;1.8817282
36;200;250;<function nn_init at 0x00000272E2E4ACA0>;{'input_shape': 12, 'init_factor': 0.05, 'n_hidden_neurons': [8], 'activation': [<built-in method relu of type object at 0x00007FFC103349D0>, None], 'n_output': 1, 'n_batches': 1, 'device': 'cpu'};0.3;<function prm_tournament.<locals>.tournament at 0x00000272E43E54E0>;0.8;<function prm_nn_mtn.<locals>.nn_mtn at 0x00000272E4244A40>;0.025;0.1;<function nn_xo at 0x00000272E2DFF920>;True;False;1.4745736
37;500;50;<function nn_init at 0x00000272E2E4ACA0>;{'input_shape': 12, 'init_factor': 0.05, 'n_hidden_neurons': [1], 'activation': [<built-in method relu of type object at 0x00007FFC103349D0>, None], 'n_output': 1, 'n_batches': 1, 'device': 'cpu'};0.3;<function prm_tournament.<locals>.tournament at 0x00000272E449CB80>;0.8;<function prm_nn_mtn.<locals>.nn_mtn at 0x00000272E43E54E0>;0.025;0.01;<function nn_xo at 0x00000272E2DFF920>;True;True;1.8482481
38;100;50;<function nn_init at 0x00000272E2E4ACA0>;{'input_shape': 12, 'init_factor': 0.05, 'n_hidden_neurons': [4], 'activation': [<built-in method relu of type object at 0x00007FFC103349D0>, None], 'n_output': 1, 'n_batches': 1, 'device': 'cpu'};0.3;<function prm_rank_selection.<locals>.rank_selection at 0x00000272E3F93EC0>;0.5;<function prm_nn_mtn.<locals>.nn_mtn at 0x00000272E449CB80>;0.05;0.1;<function nn_xo at 0x00000272E2DFF920>;True;True;2.7071078
39;200;50;<function nn_init at 0x00000272E2E4ACA0>;{'input_shape': 12, 'init_factor': 0.1, 'n_hidden_neurons': [8], 'activation': [<built-in method relu of type object at 0x00007FFC103349D0>, None], 'n_output': 1, 'n_batches': 1, 'device': 'cpu'};0.2;<function prm_rank_selection.<locals>.rank_selection at 0x00000272E4457240>;0.5;<function prm_nn_mtn.<locals>.nn_mtn at 0x00000272E3F93EC0>;0.05;0.1;<function nn_xo at 0x00000272E2DFF920>;True;False;1.7634578
40;500;50;<function nn_init at 0x00000272E2E4ACA0>;{'input_shape': 12, 'init_factor': 0.1, 'n_hidden_neurons': [2], 'activation': [<built-in method sigmoid of type object at 0x00007FFC103349D0>, None], 'n_output': 1, 'n_batches': 1, 'device': 'cpu'};0.3;<function prm_rank_selection.<locals>.rank_selection at 0x00000272E449CB80>;0.5;<function prm_nn_mtn.<locals>.nn_mtn at 0x00000272E4457240>;0.05;0.01;<function nn_xo at 0x00000272E2DFF920>;True;False;0.6572875
41;200;250;<function nn_init at 0x00000272E2E4ACA0>;{'input_shape': 12, 'init_factor': 0.1, 'n_hidden_neurons': [8], 'activation': [<built-in method relu of type object at 0x00007FFC103349D0>, None], 'n_output': 1, 'n_batches': 1, 'device': 'cpu'};0.1;<function prm_rank_selection.<locals>.rank_selection at 0x00000272E456EAC0>;0.9;<function prm_nn_mtn.<locals>.nn_mtn at 0x00000272E449CB80>;0.05;0.1;<function nn_xo at 0x00000272E2DFF920>;True;False;1.7634578
42;100;100;<function nn_init at 0x00000272E2E4ACA0>;{'input_shape': 12, 'init_factor': 0.1, 'n_hidden_neurons': [1], 'activation': [<built-in method relu of type object at 0x00007FFC103349D0>, None], 'n_output': 1, 'n_batches': 1, 'device': 'cpu'};0.1;<function prm_tournament.<locals>.tournament at 0x00000272E462A0C0>;0.8;<function prm_nn_mtn.<locals>.nn_mtn at 0x00000272E456EAC0>;0.025;0.01;<function nn_xo at 0x00000272E2DFF920>;True;True;1.6991913
43;100;500;<function nn_init at 0x00000272E2E4ACA0>;{'input_shape': 12, 'init_factor': 0.1, 'n_hidden_neurons': [1], 'activation': [<built-in method relu of type object at 0x00007FFC103349D0>, None], 'n_output': 1, 'n_batches': 1, 'device': 'cpu'};0.3;<function prm_rank_selection.<locals>.rank_selection at 0x00000272E45480E0>;0.8;<function prm_nn_mtn.<locals>.nn_mtn at 0x00000272E462A0C0>;0.05;0.5;<function nn_xo at 0x00000272E2DFF920>;True;False;2.3786378
44;500;500;<function nn_init at 0x00000272E2E4ACA0>;{'input_shape': 12, 'init_factor': 0.05, 'n_hidden_neurons': [2], 'activation': [<built-in method relu of type object at 0x00007FFC103349D0>, None], 'n_output': 1, 'n_batches': 1, 'device': 'cpu'};0.2;<function prm_rank_selection.<locals>.rank_selection at 0x00000272E46D2C00>;0.5;<function prm_nn_mtn.<locals>.nn_mtn at 0x00000272E45480E0>;0.025;0.5;<function nn_xo at 0x00000272E2DFF920>;True;True;1.4224305
45;200;500;<function nn_init at 0x00000272E2E4ACA0>;{'input_shape': 12, 'init_factor': 0.005, 'n_hidden_neurons': [4], 'activation': [<built-in method relu of type object at 0x00007FFC103349D0>, None], 'n_output': 1, 'n_batches': 1, 'device': 'cpu'};0.1;<function prm_tournament.<locals>.tournament at 0x00000272E584DBC0>;0.9;<function prm_nn_mtn.<locals>.nn_mtn at 0x00000272E46D2C00>;0.025;0.01;<function nn_xo at 0x00000272E2DFF920>;True;True;1.2971878
46;200;500;<function nn_init at 0x00000272E2E4ACA0>;{'input_shape': 12, 'init_factor': 0.05, 'n_hidden_neurons': [4], 'activation': [<built-in method relu of type object at 0x00007FFC103349D0>, None], 'n_output': 1, 'n_batches': 1, 'device': 'cpu'};0.1;<function prm_tournament.<locals>.tournament at 0x00000272E5A01120>;0.9;<function prm_nn_mtn.<locals>.nn_mtn at 0x00000272E584DBC0>;0.025;0.01;<function nn_xo at 0x00000272E2DFF920>;True;True;1.4875293
47;200;250;<function nn_init at 0x00000272E2E4ACA0>;{'input_shape': 12, 'init_factor': 0.005, 'n_hidden_neurons': [2], 'activation': [<built-in method relu of type object at 0x00007FFC103349D0>, None], 'n_output': 1, 'n_batches': 1, 'device': 'cpu'};0.1;<function prm_tournament.<locals>.tournament at 0x00000272E5B185E0>;0.5;<function prm_nn_mtn.<locals>.nn_mtn at 0x00000272E5A01120>;0.05;0.1;<function nn_xo at 0x00000272E2DFF920>;True;False;1.4370339
48;100;100;<function nn_init at 0x00000272E2E4ACA0>;{'input_shape': 12, 'init_factor': 0.1, 'n_hidden_neurons': [8], 'activation': [<built-in method relu of type object at 0x00007FFC103349D0>, None], 'n_output': 1, 'n_batches': 1, 'device': 'cpu'};0.3;<function prm_tournament.<locals>.tournament at 0x00000272E5C16160>;0.9;<function prm_nn_mtn.<locals>.nn_mtn at 0x00000272E5B185E0>;0.025;0.5;<function nn_xo at 0x00000272E2DFF920>;True;True;2.4824526
49;100;500;<function nn_init at 0x00000272E2E4ACA0>;{'input_shape': 12, 'init_factor': 0.1, 'n_hidden_neurons': [3, 3], 'activation': [<built-in method relu of type object at 0x00007FFC103349D0>, <built-in method sigmoid of type object at 0x00007FFC103349D0>, None], 'n_output': 1, 'n_batches': 1, 'device': 'cpu'};0.2;<function prm_tournament.<locals>.tournament at 0x00000272E5CAA480>;0.9;<function prm_nn_mtn.<locals>.nn_mtn at 0x00000272E5C16160>;0.05;0.01;<function nn_xo at 0x00000272E2DFF920>;True;False;0.52943933
